text,attribute,model prediction,model choise,answer,model output
多々良沼,公園,0,annotator,0,"[0.33261650800704956, 0.3336349427700043, 0.33374854922294617]"
約50万～35万年前,形成時期,0,crowd,1,"[0.3287583887577057, 0.336475670337677, 0.3347659707069397]"
東経138度16分,幅,0,system,0,"[0.3343943953514099, 0.3331930339336395, 0.3324125409126282]"
東経137.84333度,座標・経度,0,annotator,0,"[0.33162301778793335, 0.3338472545146942, 0.33452972769737244]"
トルクメンバシ,湖岸の地域区分,0,crowd,1,"[0.3324601650238037, 0.33512458205223083, 0.33241528272628784]"
耳海,動物,0,crowd,0,"[0.3319460451602936, 0.3354983627796173, 0.3325555920600891]"
浮島,島,0,crowd,0,"[0.3311173915863037, 0.3356595039367676, 0.3332231342792511]"
ザカフカース社会主義連邦ソビエト共和国,国,0,crowd,1,"[0.33269497752189636, 0.33458849787712097, 0.33271652460098267]"
北緯40度56分,座標・緯度,1,crowd,0,"[0.3332688808441162, 0.33409547805786133, 0.33263567090034485]"
75▁▁m,水面標高,1,crowd,1,"[0.33232757449150085, 0.33462750911712646, 0.3330449163913727]"
上田市,湖岸の地域区分,0,annotator,0,"[0.33178064227104187, 0.3329843580722809, 0.33523499965667725]"
西印旛沼,構成する湖沼,0,annotator,0,"[0.3311362862586975, 0.333848774433136, 0.33501487970352173]"
中,所在地,0,annotator,0,"[0.33214884996414185, 0.3322940170764923, 0.33555716276168823]"
フィッシング,動物,0,annotator,0,"[0.33187538385391235, 0.3329378068447113, 0.3351868689060211]"
火山,形成時期,0,annotator,0,"[0.3334682285785675, 0.33271753787994385, 0.33381423354148865]"
170▁m,最大水深,1,crowd,1,"[0.330546498298645, 0.3350895047187805, 0.33436402678489685]"
約2km,周囲長,1,annotator,1,"[0.3308394253253937, 0.33453646302223206, 0.33462414145469666]"
東経138度33分39秒,幅,0,system,0,"[0.3343232572078705, 0.33333027362823486, 0.33234649896621704]"
塩湖,種類,0,crowd,0,"[0.3308145999908447, 0.33506739139556885, 0.33411797881126404]"
ミル湖,別名,0,crowd,0,"[0.33233264088630676, 0.33390533924102783, 0.3337620496749878]"
北緯35度20分39秒,島,0,annotator,0,"[0.3327034115791321, 0.33354273438453674, 0.3337538242340088]"
湖,種類,1,annotator,1,"[0.3325729966163635, 0.3322346806526184, 0.33519235253334045]"
ため池,種類,0,crowd,0,"[0.33228427171707153, 0.33532455563545227, 0.3323912024497986]"
人工湖,種類,0,crowd,1,"[0.333469957113266, 0.33375298976898193, 0.3327770531177521]"
北緯40度44分46秒,島,0,annotator,0,"[0.33231744170188904, 0.3324381411075592, 0.33524438738822937]"
清久工業団地のほぼ,所在地,0,crowd,0,"[0.33303946256637573, 0.33359605073928833, 0.33336448669433594]"
京都市北区上賀茂深泥池町[1],所在地,0,crowd,0,"[0.3315659761428833, 0.33465519547462463, 0.33377885818481445]"
タモロコ,動物,1,annotator,1,"[0.33254972100257874, 0.33225563168525696, 0.3351946473121643]"
共和,国,0,crowd,0,"[0.33298882842063904, 0.3337826132774353, 0.33322855830192566]"
ロチェスター,湖岸の地域区分,1,annotator,1,"[0.33243483304977417, 0.33189254999160767, 0.33567261695861816]"
Hvítárlón,別名,1,annotator,1,"[0.3320656418800354, 0.3335231840610504, 0.3344111442565918]"
東経145.35000度,座標・経度,0,annotator,0,"[0.3321112096309662, 0.33365681767463684, 0.334231972694397]"
石油産業,産業,0,system,1,"[0.33404532074928284, 0.3328285217285156, 0.3331261873245239]"
km最大水深7[1,周囲長,0,annotator,0,"[0.3299637734889984, 0.3345628082752228, 0.3354734778404236]"
淡水,水質（淡水・汽水）,1,annotator,1,"[0.33116716146469116, 0.331800252199173, 0.33703261613845825]"
古代の火山噴火により流出河川が遮断されたため塩湖,成因,0,crowd,0,"[0.33212679624557495, 0.33700814843177795, 0.3308650851249695]"
北緯44度,島,0,crowd,0,"[0.33234018087387085, 0.33593887090682983, 0.3317209780216217]"
ハクチョウ,動物,1,crowd,1,"[0.3329765796661377, 0.33358657360076904, 0.33343687653541565]"
228▁m,水深,0,crowd,0,"[0.33321574330329895, 0.3334733247756958, 0.33331099152565]"
中華人民共和国,国,1,annotator,1,"[0.3326312303543091, 0.33261680603027344, 0.3347519636154175]"
38.633,座標・緯度,0,annotator,0,"[0.33204931020736694, 0.33199867606163025, 0.3359519839286804]"
水鳥,動物,0,crowd,0,"[0.3313753604888916, 0.3361303508281708, 0.3324942886829376]"
植物群落,構成する湖沼,0,crowd,0,"[0.33140650391578674, 0.3348355293273926, 0.3337579071521759]"
賀茂川,流入・流出河川,1,crowd,0,"[0.33343368768692017, 0.3346579670906067, 0.33190834522247314]"
湖,種類,1,annotator,1,"[0.331332802772522, 0.3335004448890686, 0.33516672253608704]"
滝ノ沢,流入・流出河川,0,system,1,"[0.3342834711074829, 0.33235859870910645, 0.3333579897880554]"
古墳,観光地,0,crowd,0,"[0.3297986686229706, 0.3372402787208557, 0.3329610824584961]"
アルゼンチン,国,0,crowd,0,"[0.3314562439918518, 0.3345085084438324, 0.334035187959671]"
36.50083,座標・緯度,0,crowd,0,"[0.33115354180336, 0.3349359333515167, 0.3339105546474457]"
渡り鳥,動物,0,annotator,0,"[0.33118170499801636, 0.33278441429138184, 0.3360339105129242]"
1982年,形成時期,0,annotator,0,"[0.33251506090164185, 0.333281546831131, 0.3342033922672272]"
43.700,座標・緯度,0,crowd,0,"[0.3317699432373047, 0.3375738561153412, 0.3306562006473541]"
赤,構成する湖沼,0,annotator,0,"[0.33309516310691833, 0.33205053210258484, 0.33485427498817444]"
氷河湖,形成時期,0,crowd,0,"[0.3317907750606537, 0.3347732126712799, 0.3334360420703888]"
北緯28.933度,座標・緯度,1,crowd,0,"[0.3340426981449127, 0.3341900706291199, 0.331767201423645]"
チャウバナガンガマウグ湖,別名,0,annotator,0,"[0.3316273093223572, 0.33294835686683655, 0.3354243338108063]"
8910111213141516171819上水道,周囲長,0,annotator,0,"[0.3320264518260956, 0.33258140087127686, 0.33539214730262756]"
)▁[3]水量12,成因,0,annotator,0,"[0.33285394310951233, 0.3313364088535309, 0.3358096778392792]"
140.25000,座標・経度,0,crowd,0,"[0.3332243263721466, 0.3341352343559265, 0.33264046907424927]"
Markermeer▁マルケルメーア,読み,0,annotator,0,"[0.33247074484825134, 0.3335399627685547, 0.33398929238319397]"
サワギキョウ,植物,1,annotator,1,"[0.3320428431034088, 0.33338868618011475, 0.33456847071647644]"
922▁ft,水面標高,1,annotator,1,"[0.33194854855537415, 0.3334910571575165, 0.33456045389175415]"
134.0939722,座標・経度,0,annotator,0,"[0.33168861269950867, 0.3329998552799225, 0.3353115916252136]"
オオセグロカモメ,別名,0,system,0,"[0.33381691575050354, 0.3328278660774231, 0.33335524797439575]"
ショウジョウバカマ,植物,1,crowd,1,"[0.3322528898715973, 0.3345561921596527, 0.33319091796875]"
イラン,国,1,crowd,1,"[0.33246713876724243, 0.33413511514663696, 0.3333977460861206]"
4.0▁m,透明度,1,annotator,1,"[0.33257630467414856, 0.33287814259529114, 0.3345455527305603]"
ヌー,別名,0,system,0,"[0.33411040902137756, 0.33186906576156616, 0.3340205252170563]"
"24,321,000▁エーカー・フィート",貯水量,0,crowd,1,"[0.33166030049324036, 0.3342922627925873, 0.33404749631881714]"
武藏小埼沼,別名,0,annotator,0,"[0.33417871594429016, 0.3298599421977997, 0.33596134185791016]"
バルカン半島,所在地,1,annotator,1,"[0.3303565979003906, 0.33402618765830994, 0.3356172442436218]"
カナダ,国,1,crowd,0,"[0.3324810564517975, 0.3344438970088959, 0.33307501673698425]"
キンクロハジロ,別名,0,annotator,0,"[0.33366209268569946, 0.3315454423427582, 0.33479246497154236]"
