text,attribute,model prediction,model choise,answer,model output
多々良沼,公園,0,crowd,0,"[0.3833000957965851, 0.48357129096984863, 0.1331285834312439]"
約50万～35万年前,形成時期,0,crowd,1,"[0.3848807215690613, 0.5112225413322449, 0.10389673709869385]"
東経138度16分,幅,0,annotator,0,"[0.20240959525108337, 0.20695918798446655, 0.5906311869621277]"
東経137.84333度,座標・経度,0,annotator,0,"[0.18274158239364624, 0.19987337291240692, 0.6173850893974304]"
トルクメンバシ,湖岸の地域区分,0,system,1,"[0.6323301792144775, 0.2898764908313751, 0.07779327780008316]"
耳海,動物,0,crowd,0,"[0.44041165709495544, 0.479548841714859, 0.08003944903612137]"
浮島,島,1,system,0,"[0.5790692567825317, 0.3281022012233734, 0.09282851964235306]"
ザカフカース社会主義連邦ソビエト共和国,国,0,crowd,1,"[0.22590315341949463, 0.3876054584980011, 0.3864913880825043]"
北緯40度56分,座標・緯度,0,annotator,0,"[0.2540118098258972, 0.30179280042648315, 0.44419538974761963]"
75▁▁m,水面標高,0,system,1,"[0.5211214423179626, 0.4594898223876953, 0.019388757646083832]"
上田市,湖岸の地域区分,0,crowd,0,"[0.4162260591983795, 0.4738479554653168, 0.10992605239152908]"
西印旛沼,構成する湖沼,1,system,0,"[0.4544217884540558, 0.4055217206478119, 0.14005649089813232]"
中,所在地,0,system,0,"[0.4681159555912018, 0.4230945408344269, 0.10878954082727432]"
フィッシング,動物,0,system,0,"[0.6268892884254456, 0.2845403254032135, 0.08857040852308273]"
火山,形成時期,0,crowd,0,"[0.44708749651908875, 0.48094743490219116, 0.07196515053510666]"
170▁m,最大水深,0,system,1,"[0.5088422894477844, 0.4609244763851166, 0.03023325279355049]"
約2km,周囲長,0,system,1,"[0.5854756236076355, 0.29024919867515564, 0.12427520751953125]"
東経138度33分39秒,幅,0,annotator,0,"[0.1807909458875656, 0.20718331634998322, 0.612025797367096]"
塩湖,種類,1,system,0,"[0.46264347434043884, 0.45085984468460083, 0.08649671077728271]"
ミル湖,別名,0,system,0,"[0.45163238048553467, 0.43465855717658997, 0.11370912194252014]"
北緯35度20分39秒,島,0,annotator,0,"[0.18316654860973358, 0.22285200655460358, 0.5939814448356628]"
湖,種類,1,system,1,"[0.5121192932128906, 0.4136371314525604, 0.07424355298280716]"
ため池,種類,0,system,0,"[0.5460906624794006, 0.34348979592323303, 0.11041954159736633]"
人工湖,種類,1,system,1,"[0.4826395809650421, 0.39851856231689453, 0.11884184181690216]"
北緯40度44分46秒,島,0,annotator,0,"[0.19708667695522308, 0.21199946105480194, 0.5909138917922974]"
清久工業団地のほぼ,所在地,0,crowd,0,"[0.2901759743690491, 0.40710192918777466, 0.30272209644317627]"
京都市北区上賀茂深泥池町[1],所在地,0,crowd,0,"[0.3708202540874481, 0.596332848072052, 0.032846901565790176]"
タモロコ,動物,1,system,1,"[0.596092164516449, 0.3139750361442566, 0.08993282169103622]"
共和,国,1,system,0,"[0.4553150534629822, 0.44020599126815796, 0.10447890311479568]"
ロチェスター,湖岸の地域区分,1,system,1,"[0.5792972445487976, 0.3258054554462433, 0.0948973223567009]"
Hvítárlón,別名,0,system,1,"[0.5986628532409668, 0.3133682310581207, 0.08796893060207367]"
東経145.35000度,座標・経度,0,annotator,0,"[0.18637606501579285, 0.20511026680469513, 0.6085136532783508]"
石油産業,産業,0,system,1,"[0.4485248029232025, 0.41673892736434937, 0.13473619520664215]"
